Country,Extra Info,2006,2007,2008,2009,2010
Qatar,Total,1750,1776,942,1008,1920
South Korea,Total,242266,244874,246113,246942,nan
Saudi Arabia,Total,93752,95166,96641,nan,nan
Singapore,Total,16393,17140,17222,nan,nan
Sri Lanka,Total,117467,nan,nan,120085,128603
Syrian Arab Republic,Total,72534,76064,nan,76650,nan
Tajikistan,Total,29366,30332,743,nan,nan
Thailand,Total,391126,393255,397327,393916,nan
Turkey,Total,440000,447000,454000,461000,459000
United Arab Emirates,Total,6563,nan,nan,nan,nan
Vietnam,Total,334432,382624,nan,nan,nan
Yemen,Total,21456,nan,nan,nan,nan
Åland Islands,Total,257,249,250,247,233
Albania,Total,16935,14528,16143,nan,nan
Andorra,Total,260,230,237,272,239
Austria,Total,74295,74625,75083,77381,77199
Belarus,Total,138426,132993,133879,135097,137132
Belgium,Total,101587,100658,104587,104509,104500
Bosnia and Herzegovina,Total,nan,nan,nan,nan,633
Bulgaria,Total,113438,113004,110523,108068,106165
Croatia,Total,378,nan,nan,nan,52096
Czech Republic,Total,104441,104636,104948,107421,106844
Denmark,Total,55477,nan,54591,54872,54368
Estonia,Total,17316,17409,16675,16081,15790
Finland,Total,nan,nan,nan,nan,nan
France,Total,516416,521016,532131,538116,535000
Germany,Total,821627,827155,844439,854544,862000
Gibraltar,Total,230,202,227,nan,nan
Greece,Total,105476,109895,107979,108316,106000
Hungary,Total,131603,132938,130027,130414,130450
Iceland,Total,1903,1943,1987,2002,2017
Ireland,Total,27479,28050,28192,28898,27906
Italy,Total,558614,572881,578192,591663,587488
Latvia,Total,33098,33042,31006,29897,30040
Liechtenstein,Total,220,227,205,229,238
Lithuania,Total,44813,45624,43832,42032,42120
Luxembourg,Total,3766,3866,3595,3655,3760
Malta,Total,3216,3111,3243,3221,3010
Netherlands,Total,nan,nan,2106,2134,136058
Norway,Total,44761,43750,44771,44740,nan
Poland,Total,369686,377226,379399,384940,378478
Portugal,Total,101990,103512,104280,104434,105
Moldova,Total,43137,43050,41948,42139,43631
Romania,Total,258094,251965,253202,257213,259723
Russia,Total,2166703,2080445,2075954,2010543,2028516
San Marino,Total,225,225,190,233,nan
Serbia,Total,102884,102805,102711,104000,103211
Slovakia,Total,53301,53856,53164,52913,53445
Slovenia,Total,18180,18584,18308,18750,18567
Spain,Total,371478,385361,386324,384933,379270
Sweden,Total,91177,91729,91449,90080,90487
Switzerland,Total,60283,61089,61233,62476,62500
TFYR of Macedonia,Total,18630,19594,18982,19060,19114
Ukraine,Total,758092,762877,754460,740235,698
United Kingdom,Total,572224,574687,579697,559617,561666
American Samoa,Total,267,nan,nan,nan,nan
Australia,Total,133739,137854,143946,140760,nan
Cook Islands,Total,85,87,59,74,nan
French Polynesia,Total,nan,nan,nan,nan,nan
Guam,Total,1152,1215,1178,nan,nan
Marshall Islands,Total,682,786,775,nan,nan
New Caledonia,Total,1113,1207,1173,1235,nan
New Zealand,Total,28245,28522,29188,28964,nan
Niue,Total,19,9,13,12,nan
Norfolk Island,Total,13,11,20,nan,nan
Northern Mariana Islands,Total,174,138,176,nan,nan
Palau,Total,144,nan,nan,nan,nan
Samoa,Total,541,482,409,561,nan
Tonga,Total,709,nan,nan,nan,nan
Tuvalu,Total,45,47,nan,nan,nan
Wallis and Futuna Islands,Total,77,nan,90,nan,nan
