Country,Extra Info,1991,1992,1993,1994,1995
Syrian Arab Republic,nan,390890,404948,433324,399330,nan
Tajikistan,nan,212598,179534,186504,nan,nan
Thailand,nan,960556,964557,nan,960248,nan
Turkey,nan,1390000,1388000,1385000,1383000,1381000
Turkmenistan,nan,nan,nan,nan,nan,nan
United Arab Emirates,nan,nan,nan,nan,52629,nan
Uzbekistan,nan,nan,711000,nan,657100,nan
VietNam,nan,nan,nan,nan,nan,nan
Yemen,nan,nan,nan,nan,nan,nan
Albania,nan,77361,nan,nan,nan,nan
Andorra,nan,678,729,723,704,nan
Austria,nan,94629,95302,95227,92415,87760
Belarus,nan,127971,117384,110599,nan,nan
Belgium,nan,132045,124182,120998,116449,115638
Bosnia Herzegovina,nan,nan,nan,nan,nan,nan
Bulgaria,nan,95910,89134,84400,79442,68397
Channel Islands,nan,1794,1838,1738,1818,nan
Guernsey,nan,737,701,681,676,nan
Jersey,nan,1057,1137,1057,1142,nan
Croatia,nan,51829,46970,48535,48584,nan
Czech Republic,nan,129354,121705,121025,106579,96097
Denmark,nan,64358,67726,67369,69668,69796
Estonia,nan,19320,18006,15170,14178,13527
Faeroe Islands,nan,865,nan,nan,nan,nan
Finland,nan,65680,66877,64826,65231,63178
France,nan,759056,743658,711610,710900,729000
Germany,nan,830019,809114,798447,769603,759528
Gibraltar,nan,nan,nan,512,nan,nan
Greece,nan,102620,104081,101799,103763,103000
Hungary,nan,127207,121724,117033,115598,nan
Iceland,nan,4533,4609,4623,4330,nan
Ireland,nan,52718,51089,49458,47928,nan
Isle of Man,nan,892,858,853,883,nan
Italy,nan,562787,567841,549484,527406,nan
Latvia,nan,34633,31569,26759,24256,21470
Liechtenstein,nan,nan,nan,nan,nan,nan
Lithuania,nan,4986,nan,5353,5451,41180
Luxembourg,nan,nan,5149,5386,5152,5421
Malta,nan,nan,5733,5386,5152,5421
Netherlands,nan,198665,196734,195748,195611,189408
Norway,nan,60808,60109,59678,59200,60098
Poland,nan,547719,nan,494310,481285,443000
Portugal,nan,116415,115018,114030,nan,104837
Republic of Moldova,nan,72020,69654,nan,105843,nan
Romania,nan,275275,260393,249994,246736,236640
Russian Federation,nan,1794626,1587644,1378983,1408159,1378200
San Marino,nan,nan,nan,244,268,244
Slovakia,nan,nan,nan,nan,66370,61427
Slovenia,nan,78569,74640,73256,nan,nan
Spain,nan,21583,19982,19793,19463,19134
Sweden,nan,395989,396747,385786,361297,357197
Switzerland,nan,123737,122848,nan,112257,nan
The former Yugoslav Rep. Macedonia,nan,nan,86910,83762,82980,81379
Ukraine,nan,630813,596785,nan,521545,nan
United Kingdom,nan,nan,nan,nan,nan,nan
Yugoslavia,nan,792506,781017,761713,750671,nan
American Samoa,nan,1817,1856,1998,nan,nan
Australia,nan,257247,264151,260229,258051,nan
Fiji,nan,18847,18786,nan,19358,nan
French Polynesia,nan,5391,5310,5280,5055,nan
Guam,nan,3921,4214,nan,nan,4190
Marshall Islands,nan,nan,nan,nan,nan,nan
Nauru,nan,nan,nan,nan,1341,nan
New Caledonia,nan,4501,4405,4337,4267,nan
New Zealand,nan,60001,59266,58867,57439,57795
Norfolk Island,nan,nan,nan,nan,nan,20
Papua New Guinea,nan,nan,nan,nan,nan,nan
Samoa,nan,nan,nan,nan,nan,nan
Solomon Islands,nan,nan,nan,nan,nan,nan
Tonga,nan,nan,nan,nan,nan,nan
Tuvalu,nan,nan,nan,nan,nan,nan
Vanuatu,nan,nan,nan,nan,nan,nan
