Country,Extra Info,2011,2012,2013,2014,2015
Saudi Arabia,Total,nan,nan,607 806,nan,nan
Singapore,Total,39 654,42 663,39 720,42 185,nan
Sri Lanka,Total,363 415,355 900,365 792,349 715,334 821
State of Palestine,Total,224 178,nan,nan,nan,nan
Tajikistan,Total,nan,129 826,126 912,nan,nan
Thailand,Total,169 097,165 910,158 909,174 582,nan
Timor-Leste,Total,nan,nan,748 081,711 081,854
Turkey,Total,nan,290 387,nan,nan,44
United Arab Emirates,Total,1 247,1,1 291 217,1 337 504,1 325 783
Uzbekistan,Total,622 835,625 106,519 481,231,nan
Yemen,Total,239 980,279 719,425 164,nan,nan
Åland Islands,Total,285,292,287,282,273
Albania,Total,34 285,35 473,35 750,35 760,33
Andorra,Total,nan,737,nan,nan,221
Austria,Total,793,nan,nan,nan,nan
Belarus,Total,109 147,115 893,117 997,118 534,119 028
Belgium,Total,128 705,128 051,125 606,125 014,122 274
Bosnia and Herzegovina,Total,nan,32 072,31 103,29 247,nan
Bulgaria,Total,70 846,69 121,66 578,67 585,65 950
Croatia,Total,41 197,41 771,39 939,39 566,37 503
Czech Republic,Total,108 673,108 576,106 751,109 860,110 764
Denmark,Total,nan,28 764,nan,29 019,nan
Estonia,Total,58 998,57 916,55 873,56 870,58 205
Faeroe Islands,Total,581,619,626,639,608
Finland,Total,59 676,59 201,57 847,56 950,55 199
France,Total,792 996,790 290,781 621,781 167,762 000
Germany,Total,662 685,673 544,682 069,714 426,737 575
Gibraltar,Total,442,461,94 134,149,nan
Greece,Total,106 751,100 712,94 616,92 625,91 852
Guernsey,Total,650,674,667,627,nan
Hungary,Total,88 049,90 269,89 524,93 281,92 135
Iceland,Total,4 492,4 533,4 326,4 375,4 129
Ireland,Total,74 033,nan,nan,nan,nan
Isle of Man,Total,938,890,859,805,nan
Italy,Total,546 585,534 186,514 308,502 596,780
Jersey,Total,1 075,1 124,1 029,985,1 021
Latvia,Total,18 828,19 897,20 596,21 746,21 979
Liechtenstein,Total,nan,357,339,372,nan
Lithuania,Total,395,nan,nan,nan,325
Luxembourg,Total,5 639,6 026,4 032,6 070,6 115
Malta,Total,4 165,4 130,992,4 191,4 325
Monaco,Total,7 215,nan,nan,974,nan
Montenegro,Total,nan,7 459,7 475,7 529,7 386
Netherlands,Total,180 060,175 959,171 341,175 181,169 965
Norway,Total,60 220,60 255,58 878,58 976,59 058
Poland,Total,388 416,386 257,369 576,375 160,369 308
Portugal,Total,96 856,162 442,nan,nan,nan
Republic of Moldova,Total,nan,89 841,82 787,367,85 500
Romania,Total,196 242,201 104,182 313,193 105,185 006
Russian Federation,Total,1 796 629,1 902 084,1 901 182,nan,nan
San Marino,Total,325,292,320,281,269
Serbia,Total,65 598,67 257,65 554,66 461,65 657
Slovakia,Total,60 647,55 535,54 823,55 033,55 602
Slovenia,Total,21 947,21 938,21 111,21 165,20 641
Spain,Total,470 553,453 348,424 440,426 076,417 265
Sweden,Total,111 770,113 177,113 593,114 907,114 870
Switzerland,Total,80 808,82 164,82 731,85 287,84 840
TFYR of Macedonia,Total,22 770,23 568,23 138,23 596,23 075
Ukraine,Total,502 595,520 705,503 657,465 882,nan
United Kingdom,Total,807 776,812 970,778 358,775 908,777 167
American Samoa,Total,1 287,1 175,1 161,1 084,nan
Australia,Total,301 617,309 582,308 065,299 697,nan
Cook Islands,Total,262,259,256,204,205
Fiji,Total,nan,20 178,20 970,nan,nan
French Polynesia,Total,4 374,4 296,4 203,4 161,3 888
Guam,Total,3 298,3 604,3 329,3 396,3 367
Nauru,Total,370,319,366,nan,nan
New Caledonia,Total,4 119,4 389,nan,nan,nan
New Zealand,Total,61 403,61 178,58 717,57 240,61 038
Niue,Total,22,nan,nan,nan,nan
Norfolk Island,Total,13,4,nan,nan,nan
Northern Mariana Islands,Total,1 033,853,686,517,nan
Palau,Total,247,268,229,nan,nan
Pitcairn,Total,nan,nan,nan,nan,nan
Samoa,Total,2 354,nan,nan,nan,nan
Tokelau,Total,16,nan,nan,nan,nan
