Country,Extra Info,2016,2017,2018,2019,2020
Bulgaria,Total,64 984,63 955,62 197,61 538,nan
Croatia,Total,37 537,36 556,36 945,36 135,35 845
Czechia,Total,112 663,114 405,114 036,112 231,110 200
Denmark,Total,61 614,61 397,61 476,61 167,nan
Estonia,Total,14 053,13 784,14 367,14 099,13 127
Faroe Islands,Total,674,656,684,683,678
Finland,Total,52 521,nan,nan,nan,nan
France,Total,744 697,730 242,719 737,714 029,nan
Germany,Total,792 131,784 884,787 523,778 090,773 144
Greece,Total,92 898,88 553,86 440,83 763,84 767
Guernsey,Total,595,571,542,497,515
Hungary,Total,95 361,94 646,93 467,93 100,91 711
Iceland,Total,4 034,4 071,4 228,4 452,4 512
Ireland,Total,63 836,nan,61 022,59 289,nan
Isle of Man,Total,758,753,717,710,660
Italy,Total,473 438,nan,439,420 084,404 104
Jersey,Total,1 020,954,nan,nan,nan
Latvia,Total,21 968,20 828,nan,786,17 552
Liechtenstein,Total,378,nan,nan,nan,nan
Lithuania,Total,30 623,nan,378,356,353
Luxembourg,Total,6 050,6 174,6 274,8 199,7 559
Malta,Total,nan,nan,nan,6 230,6 459
Monaco,Total,943,nan,980,939,912
Montenegro,Total,7 569,7 432,7 264,7 223,7 097
Netherlands,Total,520,836,525,680,681
North Macedonia,Total,172,169,168,169,168
Norway,Total,58 890,56 633,55 120,54 495,52 984
Poland,Total,382 257,401 982,388 178,374 954,nan
Portugal,Total,87 126,86 154,87 020,86 579,84 558
Republic of Moldova,Total,39 640,36 363,34 537,32 423,30 730
Romania,Total,205 773,202 151,202 744,199 720,176 229
San Marino,Total,262,228,235,232,224
Serbia,Total,64 734,64 894,63 975,64 399,61 693
Slovakia,Total,57 557,57 969,57 639,57 054,nan
Slovenia,Total,20 345,20 241,19 585,19 328,18 767
Spain,Total,408 734,391 265,370 827,358 747,338 435
Sweden,Total,117 425,115 416,115 832,114 523,nan
Switzerland,Total,87 883,87 381,75 215,nan,nan
Ukraine,Total,397 037,nan,nan,308,nan
United Kingdom,Total,774 386,754 754,730 918,711 944,683 180
American Samoa,Total,1 013,1 001,921,840,734
Australia,Total,311 104,309 142,315 147,305 832,nan
Cook Islands,Total,nan,222,232,nan,nan
Fiji,Total,15 620,nan,nan,nan,nan
French Polynesia,Total,3 969,3 821,3 776,3 556,537
Guam,Total,3 433,3 292,3 175,3 057,nan
Marshall Islands,Total,1 089,nan,nan,nan,nan
Nauru,Total,358,304,nan,nan,nan
New Caledonia,Total,4 271,4 059,nan,nan,nan
New Zealand,Total,59 427,59 610,58 020,59 637,57 576
Niue,Total,27,22,25,15,25
Northern Mariana Islands,Total,416,363,566,686,nan
Palau,Total,213,221,256,nan,nan
Samoa,Total,9 378,9 278,13 392,9 604,nan
Tuvalu,Total,210,nan,257,251,309
