Country,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Liechtenstein,311.0,275.0,290.0,303.0,321.0,316.0,300.0,317.0,353.0,372.0,376.1666666666667,380.3333333333333,384.5,388.6666666666667,392.8333333333333,397.0,401.1666666666667,405.3333333333333,409.5,413.6666666666667,417.8333333333333,422.0,350.0,359.0,403.0,354.5,306.0,347.0,309.0,313.0,331.6666666666667,350.3333333333333,369.0,416.25,463.5,463.5,463.5,414.25,365.0,369.44444444444446,373.8888888888889,378.3333333333333,382.77777777777777,387.22222222222223,391.6666666666667,396.1111111111111,400.55555555555554,405.0,435.0,426.5,418.0,409.5,401.0,395.0,347.0,372.0,381.0,361.0,351.0,350.0,406.0,329.0,343.0,357.0,339.0,372.0,375.0,378.0,377.4,376.8,376.2,375.6,375.0,364.0,361.0,361.0
Lithuania,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,4986.0,5169.5,5353.0,5451.0,41180.0,39496.0,37812.0,37019.0,36058.0,33802.0,31546.0,30014.0,30598.0,30419.0,30541.0,25516.666666666668,20492.333333333336,15468.0,10443.666666666668,5419.333333333335,395.0,377.5,360.0,342.5,325.0,342.6666666666667,360.3333333333333,378.0,356.0,353.0,353.0,353.0,353.0,353.0
Luxembourg,4243.0,4401.0,4482.0,4846.0,4848.0,4998.0,4962.0,4833.0,4954.0,4959.0,4774.0,4589.0,4404.0,4219.0,4034.0,3849.0,3664.0,3479.0,3294.0,3109.0,2924.0,2739.0,3075.0,2745.0,2617.0,4867.0,7117.0,7117.0,7117.0,7117.0,4078.0,4246.0,4414.0,4300.0,5747.0,4192.0,5438.0,4309.0,4238.0,4603.0,4739.5,4876.0,5012.5,5149.0,5386.0,5152.0,5421.0,5689.0,5503.0,5386.0,5582.0,5520.5,5459.0,5345.0,5303.0,4580.5,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0,3858.0
Macau,5269.0,5269.0,5269.0,5269.0,5269.0,5269.0,5269.0,5269.0,5269.0,5269.0,5269.0,4961.666666666667,4654.333333333333,4347.0,4039.666666666667,3732.3333333333335,3425.0,4825.0,6360.0,6020.0,5880.538461538462,5741.076923076923,5601.615384615385,5462.153846153846,5322.692307692308,5183.2307692307695,5043.7692307692305,4904.307692307692,4764.846153846154,4625.384615384615,4485.923076923077,4346.461538461539,4207.0,5262.0,5436.444444444444,5610.888888888889,5785.333333333333,5959.777777777777,6134.222222222223,6308.666666666667,6483.111111111111,6657.555555555556,6832.0,6676.0,6267.0,6775.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0
Madagascar,113078.0,131480.0,132068.0,139859.0,149768.0,229989.0,167842.0,179570.0,174296.0,173507.5,172719.0,131480.0,132068.0,139859.0,149768.0,151480.0,167842.0,179570.0,174296.0,175911.0,180070.84615384616,184230.6923076923,188390.53846153847,192550.38461538462,196710.23076923078,200870.07692307694,205029.9230769231,209189.76923076925,213349.61538461538,217509.46153846153,221669.3076923077,225829.15384615384,229989.0,226310.1,222631.2,218952.3,215273.4,211594.5,207915.6,204236.7,200557.8,196878.9,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0,193200.0
Malawi,44653.0,42209.0,25647.0,31036.0,22255.0,169.0,241.0,229.0,274.0,327.0,550.0,42438.0,25921.0,31535.0,22559.0,168.0,484.0,169.0,550.0,241.0,559.0,3201.22265625,5843.4453125,8485.66796875,11127.890625,13770.11328125,16412.3359375,19054.55859375,21696.78125,24339.00390625,26981.2265625,29623.44921875,32265.671875,34907.89453125,37550.1171875,40192.33984375,42834.5625,45476.78515625,48119.0078125,50761.23046875,53403.453125,56045.67578125,58687.8984375,61330.12109375,63972.34375,66614.56640625,69256.7890625,71899.01171875,74541.234375,77183.45703125,79825.6796875,82467.90234375,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125,85110.125
Malaysia,314279.0,314279.0,314279.0,314279.0,314279.0,314279.0,314279.0,314279.0,314279.0,314279.0,314279.0,241230.0,118188.0,271983.0,476706.0,394092.0,286622.0,424985.0,30153.0,34781.0,289905.0,302575.5,315246.0,327916.5,340587.0,353257.5,365928.0,378598.5,391269.0,403939.5,416610.0,429280.5,441951.0,375858.0,7236.0,8280.0,79652.71428571429,151025.42857142858,222398.14285714287,293770.85714285716,365143.5714285715,436516.28571428574,507889.0,524349.0,536931.0,529080.0,542500.0,538083.3333333334,533666.6666666666,529250.0,524833.3333333334,520416.6666666667,516000.0,482600.0,516300.0,514500.0,512700.0,455790.1111111111,398880.22222222225,341970.3333333333,285060.44444444444,228150.55555555556,171240.66666666666,114330.77777777777,57420.888888888876,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0
Malaysia Peninsular,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,313290.0,324192.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0,322916.0
Malaysia Sabah,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,29135.0,31609.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0,32190.0
Malaysia Sarawak,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,32651.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0,33605.0
Maldive Islands,2688.0,2781.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0
Maldives,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,2694.0,5200.875,7707.75,10214.625,12721.5,12721.5,11889.333333333334,11057.166666666666,10225.0,9392.833333333334,8560.666666666666,7728.5,6896.333333333334,6064.166666666667,5232.0,6131.0,5667.0,6002.75,6338.5,6674.25,7010.0,7235.666666666667,7461.333333333333,7687.0,7912.666666666667,8138.333333333333,8364.0,8237.0,8288.0,8339.0,8390.0,8139.0,7780.0,7444.0,7108.0,6772.0,6397.0,6022.0,5647.0,5272.0,4897.0,5003.0,5154.0,5198.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0
Mali,30398.0,30398.0,30398.0,30398.0,30398.0,30398.0,30398.0,30398.0,30398.0,30398.0,30398.0,30398.0,30398.0,30398.0,30398.0,30398.0,45385.78260869565,60373.565217391304,75361.34782608696,90349.13043478261,105336.91304347826,120324.69565217392,135312.47826086957,150300.26086956522,165288.04347826086,180275.8260869565,195263.60869565216,210251.39130434784,225239.1739130435,240226.95652173914,255214.73913043478,270202.52173913043,285190.3043478261,300178.0869565217,315165.8695652174,330153.652173913,345141.4347826087,360129.2173913043,375117.0,385871.85714285716,396626.71428571426,407381.5714285714,418136.4285714286,428891.28571428574,439646.14285714284,450401.0,461155.85714285716,471910.71428571426,482665.5714285714,493420.4285714286,504175.28571428574,514930.14285714284,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0,525685.0
Malta,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4512.0,4138.0,3847.0,3925.0,6007.0,5927.0,5937.0,5865.0,5750.0,5861.666666666667,5973.333333333333,6085.0,5846.0,5607.0,5514.0,5421.0,5471.0,5748.0,5744.25,5740.5,5736.75,5733.0,5386.0,5152.0,5421.0,5178.5,4936.0,4621.0,4308.0,4083.5,3859.0,3805.0,4036.0,3887.0,3625.9305555555557,3364.8611111111113,3103.7916666666665,2842.722222222222,2581.652777777778,2320.583333333333,2059.5138888888887,1798.4444444444443,1537.375,1537.375,1537.375,1537.375,1537.375,1537.375,1537.375,1537.375,1537.375,1537.375,1537.375,1537.375
Malta and Gozo,10590.0,10281.0,9511.0,9226.0,8977.0,8991.0,8560.0,8418.0,8794.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0,8528.0
Marshall Islands,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1607.0,1583.0,1559.0,1535.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0,1511.0
Martinique,8039.0,8420.0,8750.0,8712.0,9409.0,9558.0,9770.0,10146.0,10502.0,10207.0,1.0,8420.0,16189.75,8750.0,16189.75,16189.75,16189.75,16189.75,9770.0,16189.75,10146.0,9751.0,9356.0,8961.0,8566.0,8171.0,7776.0,7381.0,6986.0,6591.0,6196.0,5801.0,5406.0,5376.0,5641.0,5707.0,5838.0,5969.0,6328.0,6386.0,6362.666666666667,6339.333333333333,6316.0,6305.0,5900.0,5901.0,5902.0,5903.0,5904.0,5905.0,5906.0,5907.0,5908.0,5446.0,5430.0,5255.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0
Mauritania,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,97773.0,700376.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0,703307.0
Mauritius,24582.0,24582.0,24582.0,24582.0,24582.0,24582.0,24582.0,24582.0,24582.0,24582.0,24582.0,23667.0,23543.0,24689.0,24428.0,22513.0,23612.0,25666.0,26055.0,25398.0,24993.714285714286,24589.428571428572,24185.14285714286,23780.85714285714,23376.571428571428,22972.285714285714,22568.0,23309.0,23818.0,25278.0,26908.0,25774.5,24641.0,22440.0,20932.0,20332.0,19376.0,19843.666666666668,20311.333333333332,20779.0,21246.666666666668,21714.333333333332,22182.0,22741.0,22051.0,21704.0,20549.0,20498.0,20012.0,19434.0,20313.0,20004.5,19696.0,19983.0,19343.0,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125,14381.125
Mauritius ex. dep,20701.25,23110.0,22968.0,24120.0,23896.0,21926.0,22970.0,24910.0,25273.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0
Mexico,1123358.0,1174947.0,1183788.0,1195209.0,1261775.0,1339837.0,1377917.0,1427722.0,1485202.0,1439434.0,1368156.0,1296878.0,1225600.0,1154322.0,1083044.0,1011766.0,940488.0,869210.0,797932.0,726654.0,655376.0,584098.0,512820.0,441542.0,370264.0,298986.0,227708.0,156430.0,5409.0,5022.0,846902.0,1688782.0,2530662.0,2392849.0,2433248.777777778,2473648.5555555555,2514048.3333333335,2554448.111111111,2594847.888888889,2635247.6666666665,2675647.4444444445,2716047.222222222,2756447.0,2797397.0,2839686.0,2904389.0,2806053.5,2707718.0,2698425.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0,2668428.0
Micronesia,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2495.0,2513.3333333333335,2531.6666666666665,2550.0,2568.3333333333335,2586.6666666666665,2605.0,2446.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0,2483.0
Moldova,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,72020.0,69654.0,87748.5,105843.0,108103.0,110363.0,113047.0,113510.0,116038.0,76243.0,36448.0,36759.75,37071.5,37383.25,37695.0,33547.444444444445,29399.88888888889,25252.333333333332,21104.777777777777,16957.222222222223,12809.666666666666,8662.11111111111,4514.555555555555,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
Monaco,277.0,311.0,260.0,304.0,312.0,306.2352941176471,300.47058823529414,294.70588235294116,288.94117647058823,283.1764705882353,277.4117647058824,271.6470588235294,265.88235294117646,260.11764705882354,254.35294117647058,248.58823529411765,242.8235294117647,237.05882352941177,231.2941176470588,225.52941176470588,219.76470588235293,214.0,214.0,205.0,187.0,165.5,144.0,174.0,187.0,283.75,380.5,477.25,574.0,551.5,529.0,643.4166666666666,757.8333333333334,872.25,986.6666666666667,1101.0833333333333,1215.5,1329.9166666666667,1444.3333333333335,1558.75,1673.1666666666667,1787.5833333333335,1902.0,1902.0,1671.2,1440.4,1209.6,978.8,748.0,771.0,842.0,825.0,894.0,880.0,891.75,903.5,915.25,927.0,938.75,950.5,962.25,974.0,958.5,943.0,961.5,980.0,939.0,912.0,912.0,912.0,912.0,912.0
Mongolia,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,34700.0,36764.144230769234,38828.28846153846,40892.432692307695,42956.57692307692,45020.721153846156,47084.86538461538,49149.00961538462,51213.153846153844,53277.29807692308,55341.44230769231,57405.58653846154,59469.73076923077,61533.875,61533.875,61533.875,61533.875,46442.375,31350.875,33396.3875,35441.9,37487.4125,39532.925,41578.4375,43623.95,45669.4625,47714.975,49760.4875,51806.0,49488.0,49537.25,49586.5,49635.75,49685.0,46922.0,45723.0,45501.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0,45326.0
Montserrat,398.0,406.0,436.0,423.0,424.0,429.0,428.0,396.0,373.0,377.0,391.0,406.0,436.0,990.625,990.625,423.0,424.0,429.0,428.0,400.5,373.0,362.8235294117647,352.6470588235294,342.47058823529414,332.29411764705884,322.11764705882354,311.94117647058823,301.7647058823529,291.5882352941177,281.4117647058824,271.2352941176471,261.05882352941177,250.88235294117646,240.7058823529412,230.52941176470588,220.3529411764706,210.1764705882353,200.0,194.86666666666667,189.73333333333332,184.6,179.46666666666667,174.33333333333334,169.2,164.06666666666666,158.93333333333334,153.79999999999998,148.66666666666666,143.53333333333333,138.4,133.26666666666665,128.13333333333333,123.0,117.86666666666666,112.73333333333332,107.6,102.46666666666665,97.33333333333333,92.19999999999999,87.06666666666666,81.93333333333332,76.79999999999998,71.66666666666666,66.53333333333332,61.39999999999999,56.26666666666665,51.13333333333332,46.0,55.0,45.0,47.0,50.0,43.0,35.0,25.0,28.0
Morocco,26409.0,29322.0,28706.0,27991.0,27439.0,35989.0,44778.0,11574.0,8318.333333333334,5062.666666666667,1807.0,18906.0,66812.0,44218.0,76507.0,74543.0,69036.0,85706.0,9046.0,32539.0,1670.0,29354.470588235294,57038.94117647059,84723.41176470587,112407.88235294117,140092.35294117648,167776.82352941175,195461.29411764705,223145.76470588235,250830.23529411765,278514.70588235295,306199.17647058825,333883.6470588235,361568.1176470588,389252.5882352941,416937.0588235294,444621.5294117647,472306.0,465978.0,488000.0,512928.6666666667,537857.3333333334,562786.0,577340.0,564151.0,550962.0,537773.0,524584.0,552141.0,540907.0,541037.3333333334,541167.6666666666,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0,541298.0
Mozambique,55905.0,51837.0,53556.0,54502.0,60967.0,54563.0,54918.0,48850.0,50960.0,27848.0,4736.0,10322.0,3116.0,10965.0,3302.0,11561.0,8487.0,11507.0,3644.0,12124.0,8788.0,12359.40625,15930.8125,19502.21875,23073.625,26645.03125,30216.4375,33787.84375,37359.25,40930.65625,44502.0625,48073.46875,51644.875,55216.28125,58787.6875,62359.09375,65930.5,69501.90625,73073.3125,76644.71875,80216.125,83787.53125,87358.9375,90930.34375,94501.75,98073.15625,101644.5625,105215.96875,108787.375,112358.78125,115930.1875,119501.59375,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0
Myanmar,91395.0,91395.0,91395.0,91395.0,91395.0,91395.0,91395.0,91395.0,91395.0,91395.0,91395.0,47030.0,60526.0,64362.0,67541.0,72596.0,75557.0,82928.0,82679.0,84129.0,83444.05555555556,82759.11111111111,82074.16666666667,81389.22222222222,80704.27777777778,80019.33333333333,79334.38888888889,78649.44444444444,77964.5,77279.55555555556,76594.61111111111,75909.66666666667,75224.72222222222,74539.77777777778,73854.83333333333,73169.88888888889,72484.94444444444,71800.0,70553.1875,69306.375,68059.5625,66812.75,65565.9375,64319.125,63072.3125,61825.5,60578.6875,59331.875,58085.0625,56838.25,55591.4375,54344.625,53097.8125,51851.0,50604.1875,49357.375,48110.5625,46863.75,45616.9375,44370.125,43123.3125,41876.5,40629.6875,39382.875,38136.0625,36889.25,35642.4375,34395.625,34395.625,34395.625,34395.625,34395.625,34395.625,34395.625,34395.625,34395.625
Namibia,2424.0,1987.0,2056.0,2153.0,3139.0,3412.0,1911.0,1979.0,2027.0,2694.5,3362.0,1488.0,1540.0,664.0,3139.0,1637.0,1775.0,2743.0,4829.0,3146.0,3213.6363636363635,3281.2727272727275,3348.909090909091,3416.5454545454545,3484.181818181818,3551.818181818182,3619.4545454545455,3687.090909090909,3754.727272727273,3822.3636363636365,3890.0,3957.6363636363635,4025.2727272727275,4092.909090909091,4160.545454545455,4228.181818181818,4295.818181818182,4363.454545454546,4431.090909090909,4498.727272727273,4566.363636363636,4634.0,4701.636363636364,4769.272727272727,4836.909090909091,4904.545454545455,4972.181818181818,5039.818181818182,5107.454545454546,5175.090909090909,5242.727272727273,5310.363636363636,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0,5378.0
Nauru,85.0,88.0,90.0,85.0,104.0,123.0,124.0,132.0,123.0,119.0,121.29411764705883,123.58823529411765,125.88235294117646,128.1764705882353,130.47058823529412,132.76470588235293,135.05882352941177,137.35294117647058,139.64705882352942,141.94117647058823,144.23529411764704,146.52941176470588,148.8235294117647,151.11764705882354,153.41176470588235,155.70588235294116,158.0,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,691.75,635.2142857142857,578.6785714285714,522.1428571428571,465.6071428571429,409.07142857142856,352.5357142857143,296.0,219.0,194.25,169.5,144.75,120.0,170.0,220.0,270.0,320.0,370.0,319.0,366.0,363.3333333333333,360.6666666666667,358.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0
Nepal,8026.0,9241.0,10453.0,11457.0,11155.0,11037.760775862069,10920.521551724138,10803.282327586207,10686.043103448275,10568.803879310344,10451.564655172413,10334.325431034482,10217.086206896553,10099.846982758621,9982.60775862069,9865.368534482759,9748.129310344828,9630.890086206897,9513.650862068966,9396.411637931034,9279.172413793103,9161.933189655172,9044.693965517241,8927.45474137931,8810.215517241379,8692.976293103447,8575.737068965518,8458.497844827587,8341.258620689656,8224.019396551725,8106.7801724137935,7989.540948275862,7872.301724137931,7755.0625,7637.823275862069,7520.584051724138,7403.3448275862065,7286.105603448276,7168.866379310345,7051.627155172414,6934.387931034483,6817.148706896552,6699.9094827586205,6582.670258620689,6465.431034482759,6348.191810344828,6230.952586206897,6113.713362068966,5996.474137931034,5879.234913793103,5761.995689655172,5644.756465517242,5527.517241379311,5410.2780172413795,5293.038793103448,5175.799568965517,5058.560344827586,4941.321120689655,4824.081896551725,4706.8426724137935,4589.603448275862,4472.364224137931,4355.125,4355.125,4355.125,4355.125,4355.125,4355.125,4355.125,4355.125,4355.125,4355.125,4355.125,4355.125,4355.125,4355.125
