Country,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
England and Wales,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,603445.0,584270.0,569259.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0,596400.0
Estonia,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,19320.0,18006.0,15170.0,14178.0,13527.0,11617.57142857143,9708.142857142857,7798.714285714286,5889.285714285715,3979.857142857143,2070.428571428572,161.0,987.0,892.0,100.0,662.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0
Eswatini,82.0,87.0,83.0,60.0,80.0,78.0,98.0,81.0,74.0,120.375,120.375,100.25,80.125,60.0,80.0,89.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
Ethiopia,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0,2186023.0
Faeroe Islands,882.0,866.0,857.0,809.0,746.0,757.0,750.0,767.0,746.0,751.2307692307693,756.4615384615385,761.6923076923077,766.9230769230769,772.1538461538462,777.3846153846154,782.6153846153846,787.8461538461538,793.0769230769231,798.3076923076923,803.5384615384615,808.7692307692307,814.0,779.0,798.0,808.0,917.0,1026.0,1026.0,759.0,742.0,745.6666666666666,749.3333333333334,753.0,726.0,669.0,691.0,740.0,787.0,777.0,1026.0,1026.0,945.5,865.0,841.7,818.4,795.1,771.8,748.5,725.2,701.9,678.6,655.3,632.0,575.0,518.0,772.0,1026.0,951.8333333333334,877.6666666666666,803.5,729.3333333333333,655.1666666666666,581.0,619.0,626.0,639.0,608.0,608.0,608.0,608.0,608.0,608.0,608.0,608.0,608.0,608.0
Falkland Islands,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
Falkland Islands (Malvinas),41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,35.0,45.0,67.5,46.0,49.0,48.0,48.0,41.0,46.0,44.61538461538461,43.23076923076923,41.84615384615385,40.46153846153846,39.07692307692308,37.69230769230769,36.30769230769231,34.92307692307692,33.53846153846154,32.15384615384615,30.76923076923077,29.384615384615387,28.0,26.6,25.2,23.8,22.4,21.0,19.5,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Falkland Islands ex. dep,40.0,35.0,45.0,55.0,46.0,49.0,48.0,48.0,41.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
Faroe Islands,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,656.0,684.0,683.0,678.0,685.0,630.0,572.0,583.0
Fiji,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,15546.0,16071.0,15160.0,15525.0,14744.025,13963.05,13182.075,12401.1,11620.125,12176.038461538461,12731.951923076924,13287.865384615385,13843.778846153846,14399.692307692309,14955.60576923077,15511.51923076923,16067.432692307691,16623.346153846152,17179.259615384617,17735.173076923078,18291.08653846154,18847.0,18786.0,19072.0,19358.0,19004.5,18651.0,18297.5,17944.0,17525.666666666668,17107.333333333332,16689.0,16990.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0,17701.0
Fiji Islands,10853.0,11517.0,11441.0,12512.0,12936.0,13204.0,13067.0,14076.0,14845.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0
Finland,103515.0,98065.0,93063.0,94314.0,90866.0,89845.0,89740.0,88896.0,86985.0,81148.0,79765.58333333333,78383.16666666667,77000.75,75618.33333333333,74235.91666666667,72853.5,71471.08333333333,70088.66666666667,68706.25,67323.83333333333,65941.41666666667,64559.0,61067.0,58864.0,56739.0,62388.0,131020.5,131020.5,131020.5,127966.0,63475.0,63472.0,63469.0,66106.0,66892.0,65076.0,62854.0,60632.0,59241.0,63313.0,63388.0,64534.0,65680.0,66877.0,64826.0,65231.0,63178.0,62013.166666666664,60848.333333333336,59683.5,58518.666666666664,57353.833333333336,56189.0,47786.875,39384.75,30982.625,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5,22580.5
Former French West Africa,8999.0,8999.0,9770.0,9955.0,10929.0,12958.0,12530.0,14780.0,15263.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0,17460.0
France,872661.0,862310.0,826722.0,822204.0,804696.0,810754.0,805917.0,806916.0,816467.0,812215.0,815395.5,818576.0,821756.5,824937.0,828117.5,831298.0,834478.5,837659.0,840839.5,844020.0,847200.5,850381.0,881284.0,877506.0,857700.0,800000.0,745065.0,720395.0,744744.0,749872.0,755000.0,780241.5,805483.0,797223.0,748790.0,760480.0,769070.0,778468.0,767828.0,770000.0,766352.0,762704.0,759056.0,743658.0,711610.0,710900.0,729000.0,734338.0,737592.0,740846.0,744100.0,757522.5,770945.0,761630.0,761464.0,767816.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0,774355.0
French Guiana,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,590.0,558.0,781.0,720.0,900.0,941.0,949.0,993.0,940.0,1018.6923076923077,1097.3846153846155,1176.076923076923,1254.7692307692307,1333.4615384615386,1412.1538461538462,1490.8461538461538,1569.5384615384614,1648.2307692307693,1726.923076923077,1805.6153846153845,1884.3076923076924,1963.0,2131.0,2299.0,2330.0,2361.0,2392.0,2503.65,2615.3,2726.95,2838.6,2950.25,3061.9,3173.55,3285.2,3396.85,3508.5,3620.15,3731.8,3843.4500000000003,3955.1,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75,4066.75
French Polynesia,3043.0,3043.0,3043.0,3043.0,3043.0,3043.0,3223.0,3456.921875,3690.84375,3924.765625,4158.6875,4392.609375,4626.53125,4860.453125,5094.375,5328.296875,5562.21875,5796.140625,6030.0625,6263.984375,6497.90625,6731.828125,6965.75,2043.75,2346.777777777778,2649.8055555555557,2952.8333333333335,3255.8611111111113,3558.8888888888887,3861.9166666666665,4164.944444444444,4467.972222222223,4771.0,4882.0,4993.0,4431.666666666667,3870.333333333333,3309.0,3348.0,5185.0,5364.0,5377.5,5391.0,5310.0,5280.0,5055.0,4951.5,4848.0,4702.0,4562.0,4666.0,4770.0,4874.0,4763.0,4501.0,4431.0,4469.0,4307.316666666667,4145.633333333333,3983.95,3822.2666666666664,3660.5833333333335,3498.9,3337.2166666666667,3175.5333333333333,3013.85,2852.1666666666665,2690.483333333333,2528.8,2367.116666666667,2205.4333333333334,2043.75,2043.75,2043.75,2043.75,2043.75
Gabon,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0,1512206.0
Gambia,666.0,803.0,780.0,710.0,735.0,669.0,770.0,894.0,1030.0,1026.0,1095.0,803.0,1471.875,710.0,735.0,669.0,770.0,894.0,1030.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0
Georgia,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,53669.0,52020.0,57300.0,54063.0,50826.0,47589.0,46605.0,46194.0,49572.0,46512.0,45790.15909090909,45068.318181818184,44346.47727272727,43624.63636363636,42902.795454545456,42180.954545454544,41459.11363636364,40737.27272727273,40015.431818181816,39293.59090909091,38571.75,38571.75,38571.75,38571.75,38571.75,38571.75,38571.75,38571.75,38571.75
German Democratic Rep.,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,237543.0,240102.0,233756.0,228135.0,227436.0,222268.0,225959.0,215734.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0,205036.0
German Democratic Republic,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,236929.0,234870.0,200443.0,180336.0,179127.0,181798.0,388484.0,217448.0,419979.25,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0,294180.0
Germany,1140208.0,1151660.0,1106380.0,1105084.0,1095029.0,1109743.0,1113408.0,1137169.0,1163129.0,917896.0,907829.3448275862,897762.6896551724,887696.0344827586,877629.3793103448,867562.724137931,857496.0689655172,847429.4137931034,837362.7586206896,827296.1034482758,817229.448275862,807162.7931034482,797096.1379310344,787029.4827586206,776962.8275862068,766896.172413793,756829.5172413792,746762.8620689656,736696.2068965518,726629.551724138,716562.8965517242,706496.2413793104,696429.5862068966,686362.9310344828,676296.275862069,666229.6206896552,656162.9655172414,646096.3103448276,636029.6551724138,625963.0,642010.0,677259.0,753639.0,830019.0,809114.0,798447.0,769603.0,759528.0,461238.0,162948.0,274208.4,385468.8,496729.19999999995,607989.6,719250.0,712436.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0,705622.0
Germany Federal Rep. of,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,624557.0,621173.0,594177.0,584157.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0,584766.0
Germany Federal Republic of,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,810808.0,778526.0,701214.0,631631.0,627016.0,600512.0,602851.0,582344.0,576468.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0,580702.0
Ghana,15483.0,14645.0,15335.0,15878.0,18181.0,20313.0,22445.0,25170.0,27895.0,30620.0,33316.0,14645.0,15335.0,15878.0,18181.0,20313.0,22445.0,25390.0,29570.0,30620.0,31228.5,31837.0,32445.5,33054.0,33662.5,34271.0,34879.5,35488.0,36096.5,36705.0,37313.5,37922.0,38530.5,39139.0,39747.5,40356.0,40964.5,41573.0,42181.5,42790.0,43398.5,44007.0,44615.5,45224.0,45832.5,46441.0,47049.5,47658.0,48266.5,48875.0,49483.5,50092.0,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5,50700.5
Gibraltar,525.0,459.0,544.0,551.0,525.0,566.0,561.0,571.0,550.0,405.0,419.0,433.0,447.0,461.0,475.0,489.0,503.0,517.0,531.0,545.0,559.0,573.0,594.0,581.0,536.0,530.5,525.0,510.0,506.0,520.0,517.0,514.0,511.0,566.0,510.0,506.0,248.5,507.0,531.0,523.0,530.0,525.5,521.0,516.5,512.0,489.6666666666667,467.3333333333333,445.0,427.0,413.75,400.5,387.25,374.0,371.0,372.0,421.0,418.0,373.0,400.0,400.0,414.0,428.0,442.0,461.0,354.75,248.5,248.5,248.5,248.5,248.5,248.5,248.5,248.5,248.5,248.5,248.5
Gilbert and Ellice Islands,1351.0,1309.0,1163.0,1214.0,1301.0,1482.0,1612.0,1437.0,1362.0,1474.0,1458.4166666666667,1442.8333333333333,1427.25,1411.6666666666667,1396.0833333333333,1380.5,1364.9166666666667,1349.3333333333333,1333.75,1318.1666666666667,1302.5833333333333,1287.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0,1268.0
Greece,139108.0,151134.0,155422.0,149637.0,143765.0,151892.0,154263.0,158203.0,155940.0,155359.0,160068.83333333334,164778.66666666666,169488.5,174198.33333333334,178908.16666666666,183618.0,188327.83333333334,193037.66666666666,197747.5,202457.33333333334,207167.16666666666,211877.0,235234.0,235234.0,235234.0,235234.0,235234.0,235234.0,235234.0,235234.0,150000.0,118823.0,87646.0,56469.0,25292.0,77610.0,129928.0,112250.0,105899.0,107668.0,105985.33333333333,104302.66666666667,102620.0,104081.0,101799.0,103763.0,103000.0,100718.0,102038.0,100894.0,118038.0,113304.66666666667,108571.33333333333,103838.0,104420.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0,105655.0
Greenland,989.0,1065.0,999.0,1037.0,1115.0,1135.0,1238.0,1293.0,1370.0,1430.0,1490.0,1569.0,1569.0,999.0,1569.0,1115.0,1135.0,1243.5,1352.0,1460.5,1569.0,1467.5714285714287,1366.142857142857,1264.7142857142858,1163.2857142857142,1061.857142857143,960.4285714285714,859.0,1214.0,1569.0,1396.3333333333333,1223.6666666666667,1051.0,1066.0,985.0,1054.0,1150.0,1070.0,1090.0,1217.0,1213.6,1210.2,1206.8,1203.4,1200.0,1155.3333333333333,1110.6666666666667,1066.0,1100.0,986.0,969.6666666666666,953.3333333333334,937.0,916.0,895.0,893.0,887.0,881.8181818181819,876.6363636363636,871.4545454545455,866.2727272727273,861.0909090909091,855.9090909090909,850.7272727272727,845.5454545454545,840.3636363636364,835.1818181818181,830.0,853.0,819.0,849.0,835.0,761.0,746.0,716.0,684.0
Grenada,2746.0,2962.0,3037.0,3119.0,3283.0,3507.0,3919.0,3627.0,4664.0,4253.0,2659.0,1065.0,2962.0,3037.0,1037.0,3119.0,3246.0,3373.0,3500.0,3627.0,3577.3333333333335,3527.6666666666665,3478.0,3428.3333333333335,3378.6666666666665,3329.0,3279.3333333333335,3229.6666666666665,3180.0,3130.3333333333335,3080.6666666666665,3031.0,2981.3333333333335,2931.6666666666665,2882.0,2832.3333333333335,2782.6666666666665,2733.0,2683.3333333333335,2633.6666666666665,2584.0,2534.3333333333335,2484.6666666666665,2435.0,2385.3333333333335,2335.6666666666665,2286.0,2096.0,2056.6,2017.2,1977.8,1938.4,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0,1899.0
Guadeloupe,4115.0,4115.0,4115.0,4115.0,4115.0,4115.0,4115.0,4115.0,4115.0,4115.0,4115.0,3283.0,3507.0,8941.0,3919.0,4105.25,4291.5,4477.75,4664.0,9401.0,4253.0,4434.916666666667,4616.833333333333,4798.75,4980.666666666667,5162.583333333333,5344.5,5526.416666666667,5708.333333333333,5890.25,6072.166666666667,6254.083333333333,6436.0,6643.0,6722.0,6606.0,6490.0,6374.0,5337.6,4301.2,3264.7999999999997,2228.3999999999996,1192.0,7310.0,7331.444444444444,7352.888888888889,7374.333333333333,7395.777777777777,7417.222222222223,7438.666666666667,7460.111111111111,7481.555555555556,7503.0,6995.0,7047.0,7273.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0,7551.0
Guadeloupe and dep.,8036.0,7702.0,8319.0,8463.0,8720.0,8941.0,9506.0,9648.0,9401.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0,9860.0
Guam,1677.0,1737.0,1781.0,1902.0,1995.0,2055.0,2105.0,2267.0,2415.0,2332.0,2377.25,2422.5,2467.75,2513.0,2558.25,2603.5,2648.75,2694.0,2739.25,2784.5,2829.75,2875.0,3068.0,3206.0,3234.0,3198.5,3163.0,3137.1666666666665,3111.3333333333335,3085.5,3059.6666666666665,3033.8333333333335,3008.0,2992.0,3182.0,3274.375,3366.75,3459.125,3551.5,3643.875,3736.25,3828.625,3921.0,4214.0,4206.0,4198.0,4190.0,4088.8333333333335,3987.6666666666665,3886.5,3785.3333333333335,3684.1666666666665,3583.0,3222.0,3298.0,3427.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0,3203.0
Guatemala,140596.0,142673.0,151416.0,151865.0,156377.0,162773.0,158856.0,163301.0,170381.0,172745.0,181740.0,7702.0,8319.0,151416.0,60891.0,8463.0,151.0,8720.0,65591.0,37548.5,9506.0,49501.333333333336,89496.66666666667,129492.0,169487.33333333334,209482.6666666667,249478.0,266497.0,284513.0,283853.0,291933.6666666667,300014.3333333333,308095.0,311978.0,288502.0,298775.0,309048.0,319321.0,324784.0,341382.0,345924.625,350467.25,355009.875,359552.5,364095.125,368637.75,373180.375,377723.0,380632.0,389308.5,397985.0,406661.5,415338.0,387287.0,375092.0,383704.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0,374066.0
