Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Ecuador,58166.0,60082.0,61129.0,58989.0,63349.0,67709.0,58317.0,60152.430555555555,61987.86111111111,63823.291666666664,65658.72222222222,67494.15277777778,69329.58333333333,71165.01388888889,73000.44444444444,74835.875,74835.875,74835.875,65927.9375,57020.0,54910.0,55056.0,55202.0,54968.375,54734.75,54501.125,54267.5,54033.875,53800.25,53566.625,53333.0,53430.0,52453.0,52331.666666666664,52210.333333333336,52089.0,54357.0,55921.0,55685.333333333336,55449.666666666664,55214.0,54367.5,53521.0,54729.0,56825.0,57940.0,58016.0,60023.0,59714.0,61009.0,62304.0,63511.0,63104.0,62981.0,64674.55357142857,66368.10714285714,68061.66071428571,69755.21428571429,71448.76785714286,73142.32142857143,74835.875,74835.875,74835.875,74835.875
Egypt,445192.0,445192.0,445192.0,445192.0,445192.0,445192.0,445192.0,445192.0,445192.0,445192.0,445192.0,499628.0,459816.0,453199.0,548651.1875,644103.375,644103.375,644103.375,644103.375,421227.0,432264.0,459998.0,412700.0,427479.0,442258.0,468000.0,466161.0,447517.75,428874.5,410231.25,391588.0,382465.0,405239.0,414643.0,401972.0,389301.0,392347.0,395393.0,398439.0,401485.0,404531.0,424034.0,440149.0,440790.0,450646.0,451863.0,450596.0,461216.0,476592.0,484839.0,493086.0,529512.0,511183.0,531864.0,573129.0,584958.0625,596787.125,608616.1875,620445.25,632274.3125,644103.375,601535.0,601535.0,601535.0
El Salvador,28471.0,30342.0,29614.0,29447.0,30831.0,21999.875,21999.875,23687.90625,25375.9375,27063.96875,28752.0,32383.0,31865.0,30590.0,35278.4375,39966.875,21999.875,39966.875,39466.9375,38967.0,37468.0,33284.0,32697.0,29961.0,27225.0,25731.0,26101.375,26471.75,26842.125,27212.5,27582.875,27953.25,28323.625,28694.0,28906.0,29118.0,21999.875,23889.65625,25779.4375,27669.21875,29559.0,27458.0,29377.0,30058.0,30755.5,31453.0,31349.0,31594.0,32133.0,32672.0,33211.0,32148.0,33843.75,35539.5,37235.25,38931.0,39835.0,38595.0,39966.875,39966.875,39966.875,39966.875,39966.875,39966.875
England and Wales,569292.0,569292.0,569292.0,569292.0,569292.0,569292.0,569292.0,569292.0,569292.0,569292.0,569292.0,591889.0,587478.0,585200.0,584564.1666666666,583928.3333333334,583292.5,582656.6666666666,582020.8333333334,581385.0,577890.0,581861.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0,579608.0
Equatorial Guinea,2662.0,3023.0,2666.0,2386.0,1696.0,1558.0,1369.0,1436.4907407407406,1503.9814814814815,1571.4722222222222,1638.962962962963,1706.4537037037037,1773.9444444444446,1841.4351851851852,1908.925925925926,1976.4166666666667,2043.9074074074074,2111.3981481481483,2178.888888888889,2246.3796296296296,2313.8703703703704,2381.3611111111113,2448.851851851852,2516.3425925925926,2583.8333333333335,2651.3240740740744,2718.814814814815,2786.3055555555557,2853.7962962962965,2921.2870370370374,2988.777777777778,3056.2685185185187,3123.7592592592596,3191.25,3258.740740740741,3326.2314814814818,3393.7222222222226,3461.212962962963,3528.703703703704,3596.194444444445,3663.685185185185,3731.175925925926,3798.666666666667,3866.157407407408,3933.6481481481483,4001.138888888889,4068.62962962963,4136.12037037037,4203.611111111111,4271.101851851852,4338.592592592593,4406.083333333334,4473.574074074075,4541.064814814815,4608.555555555556,4676.0462962962965,4743.537037037037,4811.027777777778,4878.518518518519,4946.00925925926,5013.5,5013.5,5013.5,5013.5
Estonia,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,20115.0,21267.0,22150.0,21071.0,26087.5,26087.5,26087.5,20414.166666666668,14740.833333333334,9067.5,17577.5,26087.5,17577.5,9067.5,17316.0,17409.0,16675.0,16081.0,15790.0,15244.0,15450.0,15244.0,15484.0,15243.0,15392.0,15543.0,15751.0,15401.0,15811.0,18587.0,17315.0,16002.0,15756.0
Eswatini,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,7578.0,5655.0,5655.0,5655.0
Ethiopia,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0,1062114.0
Faeroe Islands,206.0,234.0,242.0,248.66666666666666,255.33333333333334,262.0,289.0,284.6,280.2,275.8,271.4,267.0,669.5,669.5,669.5,605.75,542.0,606.0,669.5,309.0,293.0,316.0,322.3333333333333,328.6666666666667,335.0,367.0,367.0,410.0,408.9130434782609,407.82608695652175,406.7391304347826,405.6521739130435,404.5652173913044,403.4782608695652,402.39130434782606,401.30434782608694,400.2173913043478,399.1304347826087,398.04347826086956,396.95652173913044,395.8695652173913,394.7826086956522,393.69565217391306,392.60869565217394,391.5217391304348,390.4347826086956,389.3478260869565,388.2608695652174,387.17391304347825,386.0869565217391,385.0,408.0,364.0,394.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0
Falkland Islands,26.0,24.0,24.0,13.0,18.0,17.272727272727273,16.545454545454547,15.818181818181818,15.09090909090909,14.363636363636363,13.636363636363637,12.909090909090908,12.181818181818182,11.454545454545455,10.727272727272727,10.0,28.0,24.0,24.428571428571427,24.857142857142858,25.285714285714285,25.714285714285715,26.142857142857142,26.571428571428573,27.0,26.0,27.0,28.0,23.333333333333332,18.666666666666664,14.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
Falkland Islands (Malvinas),59618.0,59618.0,59618.0,59618.0,59618.0,59618.0,60657.5,61697.0,53986.125,46275.25,38564.375,30853.5,23142.625,15431.75,7720.875,10.0,28.0,24.0,16.5,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Faroe Islands,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,393.0,380.0,379.95652173913044,379.9130434782609,379.8695652173913,379.82608695652175,379.7826086956522,379.7391304347826,379.69565217391306,379.6521739130435,379.60869565217394,379.5652173913044,379.5217391304348,379.4782608695652,379.4347826086956,379.39130434782606,379.3478260869565,379.30434782608694,379.2608695652174,379.2173913043478,379.17391304347825,379.1304347826087,379.0869565217391,379.04347826086956,379.0,447.0,394.0,411.0,365.0,430.0,487.0,414.0,447.0
Fernando Poo,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0
Fiji,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2456.0,2637.0,2804.6666666666665,2972.3333333333335,3140.0,2680.0,2748.0,2756.0,3345.0,3934.0,4523.0,5112.0,4585.0,4058.0,4251.0,3837.0,3477.0,3578.5,3680.0,3917.0,3905.5714285714284,3894.1428571428573,3882.714285714286,3871.285714285714,3859.8571428571427,3848.4285714285716,3837.0,4188.0,4539.0,4890.0,5241.0,5163.0,5085.0,5007.0,4929.0,5133.0,5068.0,4516.444444444444,3964.8888888888887,3413.3333333333335,2861.777777777778,2310.222222222222,1758.6666666666667,1207.1111111111113,655.5555555555557,104.0,6724.0,6939.0,7207.5,7476.0,6992.0,7418.625,7845.25,8271.875,8698.5,8698.5,8698.5,8698.5
Fiji Islands,2622.0,2653.0,2510.0,2720.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0
Finland,40616.0,42889.0,42010.0,42512.0,44543.0,43548.0,43790.0,45013.0,46017.0,45946.5,45876.0,43958.0,41100.8125,38243.625,35386.4375,32529.25,62235.25,62235.25,47382.25,32529.25,32529.25,32529.25,32529.25,40777.625,49026.0,49041.333333333336,49056.666666666664,49072.0,49072.0,49171.5,49271.0,49523.0,50988.0,48000.0,49352.0,49108.0,49262.0,49300.0,49050.0,48800.0,48550.0,44544.8125,40539.625,36534.4375,32529.25,35493.041666666664,38456.833333333336,41420.625,44384.416666666664,47348.208333333336,50312.0,51384.0,51203.0,51935.0,52000.0,52943.166666666664,53886.333333333336,54829.5,55772.666666666664,56715.833333333336,57659.0,62235.25,61339.0,58267.0
Former Canal Zone,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,75.0,455.0,2208.5,3962.0,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5,5715.5
France,500289.0,541147.0,557852.0,520033.0,544835.0,528782.0,543033.0,551000.0,552780.0,554560.0,556340.0,558120.0,559900.0,545000.0,580680.4375,616360.875,616360.875,616360.875,616360.875,460707.875,460707.875,460707.875,460707.875,460707.875,460707.875,460707.875,460707.875,476702.15625,492696.4375,508690.71875,524685.0,521530.0,531900.0,519965.0,529000.0,530319.0,540400.0,541600.0,538091.0,534582.0,531073.0,460707.875,460707.875,509360.0,527533.0,516416.0,521016.0,532131.0,538116.0,535000.0,534795.0,559227.0,558408.0,547414.0,587000.0,591893.4791666666,596786.9583333334,601680.4375,606573.9166666666,611467.3958333334,616360.875,616360.875,616360.875,616360.875
French Guiana,487.0,410.0,446.0,400.0,400.0,403.0,406.0,409.0,583.625,758.25,932.875,1107.5,1282.125,1456.75,1631.375,1806.0,1468.75,1131.5,794.25,457.0,402.0,471.0,474.0,487.5,501.0,491.0,504.6666666666667,518.3333333333334,532.0,545.6666666666666,559.3333333333334,573.0,586.6666666666666,600.3333333333334,614.0,627.6666666666666,641.3333333333334,655.0,668.6666666666666,682.3333333333334,696.0,709.6666666666666,723.3333333333334,737.0,750.6666666666666,764.3333333333334,778.0,791.6666666666666,805.3333333333334,819.0,832.6666666666666,846.3333333333334,860.0,873.6666666666666,887.3333333333334,901.0,964.0,899.0,1020.0,990.0,1338.0,1159.0,1199.0,1199.0
French Polynesia,1071.0,1071.0,1071.0,1071.0,1071.0,1071.0,968.0,914.0,929.6666666666666,945.3333333333334,961.0,917.0,923.125,929.25,935.375,941.5,947.625,953.75,959.875,966.0,944.5,923.0,762.3333333333334,601.6666666666667,441.0,451.0,486.0,834.0,1021.0,1021.0,1021.0,1057.0,1053.0,1075.0,625.0,1090.0,1113.0,1127.5,1142.0,1156.5,1171.0,1127.0,1122.0,1130.0,1265.0,1261.1666666666667,1257.3333333333333,1253.5,1249.6666666666667,1245.8333333333333,1242.0,1360.0,1441.0,1427.0,1394.0,1394.0,1608.0,1616.0,1563.0,1636.0,2097.125,1699.0,1807.0,1842.0
French Somaliland,417.0,361.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0
Gabon,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0
Gambia,385.0,913.0,644.0,382.0,389.5,397.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0
Georgia,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,28429.0,30580.0,30571.0,29905.0,30894.0,37679.0,41600.0,42754.5,43909.0,45063.5,46218.0,46446.0,47619.5,48793.0,42984.0,42255.0,41178.0,43011.0,45437.5,47864.0,49818.0,49348.0,48553.0,49087.0,43989.357142857145,38891.71428571429,33794.07142857143,28696.428571428572,23598.785714285717,18501.14285714286,13403.5,49118.0,42756.0,43971.0
German Democratic Rep.,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,552496.0,546926.0,527466.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0,524000.0
German Democratic Republic,554151.0,554151.0,554151.0,554151.0,554151.0,554151.0,554151.0,554151.0,554151.0,554151.0,554151.0,549900.0,470858.25,391816.5,312774.75,233733.0,226233.0,232332.0,232805.0,547107.0,554823.0,557239.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0,559655.0
Germany,850300.0,878814.0,895070.0,712228.875,712228.875,712228.875,712228.875,712228.875,740522.6666666666,768816.4583333334,797110.25,825404.0416666666,853697.8333333334,881991.625,910285.4166666666,938579.2083333334,966873.0,931155.0,955550.0,951857.9166666666,948165.8333333334,944473.75,940781.6666666666,937089.5833333334,933397.5,929705.4166666666,926013.3333333334,922321.25,918629.1666666666,914937.0833333334,911245.0,897953.0,884661.0,884661.0,875071.0,860389.0,851412.0,845694.25,839976.5,834258.75,828541.0,841686.0,853946.0,842086.5,830227.0,821627.0,827155.0,844439.0,854544.0,862000.0,852328.0,869582.0,893825.0,868356.0,925000.0,910899.0,932263.0,954874.0,939520.0,985572.0,1023687.0,1062953.875,1028206.0,1007758.0
Germany (Federal Republic of),714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,714117.0,722192.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0,718337.0
Germany Federal Rep.,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,225353.0,223521.0,213872.0,213111.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0,205709.0
Germany Federal Republic,234953.0,234953.0,234953.0,234953.0,234953.0,234953.0,234953.0,234953.0,234953.0,234953.0,234953.0,234425.0,231960.0,229062.0,481101.0,733140.0,704922.0,723218.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0,710360.0
Ghana,16597.0,14261.0,11401.0,13234.0,15067.0,16900.0,18111.0,19327.615384615383,20544.23076923077,21760.846153846152,22977.46153846154,24194.076923076922,25410.69230769231,26627.30769230769,27843.923076923078,29060.53846153846,30277.153846153844,31493.76923076923,32710.384615384613,33927.0,33955.640625,33984.28125,34012.921875,34041.5625,34070.203125,34098.84375,34127.484375,34156.125,34184.765625,34213.40625,34242.046875,34270.6875,34299.328125,34327.96875,34356.609375,34385.25,34413.890625,34442.53125,34471.171875,34499.8125,34528.453125,34557.09375,34585.734375,34614.375,34643.015625,34671.65625,34700.296875,34728.9375,34757.578125,34786.21875,34814.859375,34843.5,767.5,767.5,767.5,767.5,767.5,767.5,767.5,767.5,767.5,767.5,767.5,767.5
Gibraltar,241.0,212.0,182.0,222.0,243.0,204.0,244.0,216.0,856.125,547.0625,238.0,244.0,244.0,204.0,226.0,248.0,248.0,259.3333333333333,270.6666666666667,282.0,231.0,223.0,252.0,554.0625,856.125,856.125,856.125,856.125,856.125,565.5625,275.0,275.0,275.0,468.70833333333337,662.4166666666667,856.125,852.0,852.0,774.25,696.5,618.75,541.0,463.25,385.5,307.75,230.0,202.0,227.0,231.66666666666666,236.33333333333334,241.0,264.0,230.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0
Gilbert Islands,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0
Gilbert and Ellice Islands,386.0,403.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0
Greece,63955.0,66554.0,66813.0,69429.0,66945.0,67912.0,71975.0,73309.0,72258.0,73038.5,73819.0,76859.0,77648.0,76303.0,80200.0,82101.0,83750.0,81868.0,82000.0,87282.0,86261.0,86345.0,90586.0,56182.625,21779.25,21779.25,21779.25,21779.25,21779.25,58638.625,95498.0,98231.0,97419.0,97807.0,98000.0,99738.0,102868.0,104190.0,76719.75,49249.5,21779.25,63360.625,104942.0,105016.5,105091.0,105476.0,109895.0,107979.0,108316.0,106000.0,107907.5,109815.0,111722.5,113630.0,120844.0,124690.5,128537.0,132383.5,136230.0,140076.5,143923.0,139921.0,127169.0,127169.0
Greenland,333.125,361.0,355.0,349.0,343.0,337.0,584.125,521.375,458.625,395.875,333.125,333.125,336.0,418.7083333333333,501.41666666666663,584.125,584.125,584.125,483.5625,383.0,383.0,425.0,434.0,435.0,436.0,446.0,445.0,442.0,440.8,439.6,438.4,437.2,436.0,446.6666666666667,457.3333333333333,468.0,462.0,456.0,450.0,444.0,438.0,435.0,412.0,421.3333333333333,430.6666666666667,440.0,452.0,428.0,437.0,504.0,476.0,459.0,444.0,461.0,472.0,487.0,499.0,487.0,548.0,520.0,531.0,529.6666666666666,528.3333333333334,527.0
Grenada,1022.0,840.0,830.0,1406.0,1982.0,2558.0,2513.8,2469.6,2425.4,2381.2,2337.0,2458.0,1619.0,780.0,1275.0,1770.0,2265.0,765.0,735.0869565217391,705.1739130434783,675.2608695652174,645.3478260869565,615.4347826086956,585.5217391304348,555.6086956521739,525.695652173913,495.7826086956522,465.8695652173913,435.95652173913044,406.04347826086956,376.1304347826087,346.2173913043478,316.30434782608694,286.39130434782606,256.4782608695652,226.56521739130432,196.65217391304344,166.73913043478257,136.82608695652172,106.91304347826085,77.0,91.0,72.0,159.11111111111111,246.22222222222223,333.33333333333337,420.44444444444446,507.55555555555554,594.6666666666667,681.7777777777778,768.8888888888889,856.0,822.9,789.8,756.7,723.6,690.5,657.4,624.3,591.2,558.1,525.0,534.0,534.0
Guadeloupe,2367.0,2348.0,2400.0,2321.0,2400.0,2497.0,2581.0,2555.0,2404.0,2482.28125,2560.5625,2638.84375,2717.125,2795.40625,2873.6875,2951.96875,3030.25,3030.25,2578.125,2126.0,2141.0,2125.0,2206.0,2257.5,2309.0,2238.0,2219.8,2201.6,2183.4,2165.2,2147.0,2292.0,2357.0,2331.0,2295.3088235294117,2259.6176470588234,2223.926470588235,2188.235294117647,2152.544117647059,2116.8529411764707,2081.1617647058824,2045.4705882352941,2009.7794117647059,1974.0882352941176,1938.3970588235295,1902.7058823529412,1867.014705882353,1831.3235294117649,1795.6323529411766,1759.9411764705883,1724.25,1724.25,1724.25,1887.5,2050.75,2214.0,2377.25,2540.5,2703.75,2867.0,3030.25,3030.25,3030.25,3030.25
Guam,265.0,315.0,344.0,363.0,345.0,327.0,340.0,356.0,414.0,389.0,364.0,409.0,435.0,449.0,711.5,974.0,720.0,848.0,635.0,422.0,407.0,443.0,461.0,479.25,497.5,515.75,534.0,552.25,570.5,588.75,607.0,585.0,596.7777777777778,608.5555555555555,620.3333333333334,632.1111111111111,643.8888888888889,655.6666666666666,667.4444444444445,679.2222222222222,691.0,658.0,700.0,691.0,697.0,1152.0,1215.0,1178.0,1066.0,954.0,842.0,894.0,904.0,952.0,1009.0,1022.0,1008.0,1056.0,1035.0,1158.0,1281.0,732.5,184.0,1165.0
Guatemala,63287.0,69287.0,71449.0,68098.0,74684.0,75774.0,70907.0,71986.0,73065.0,74144.0,75223.0,67989.0,53923.0,65283.0,76643.0,88003.0,83840.25,79677.5,75514.75,71352.0,75658.0,56770.0,60998.333333333336,65226.666666666664,69455.0,69275.0,66703.0,64837.0,67523.33333333333,70209.66666666667,72896.0,73124.0,73870.0,78424.66666666667,82979.33333333333,87534.0,80811.8,74089.6,67367.4,60645.2,53923.0,53923.0,53923.0,53923.0,53923.0,69756.0,70030.0,70233.0,70940.0,71647.0,72354.0,72657.0,76639.0,77807.0,79263.57142857143,80720.14285714286,82176.71428571429,83633.28571428571,85089.85714285714,86546.42857142857,88003.0,88003.0,88003.0,88003.0
Guernsey,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,595.0,630.0,639.0,623.5,608.0,614.0,571.0,589.0,597.3333333333334,605.6666666666666,614.0,552.0,606.0,703.25,703.25,692.734375,682.21875,671.703125,661.1875,650.671875,640.15625,629.640625,619.125,608.609375,598.09375,587.578125,577.0625,566.546875,556.03125,545.515625,535.0,547.0,556.0,526.0,530.7142857142857,535.4285714285714,540.1428571428571,544.8571428571429,549.5714285714286,554.2857142857143,559.0,623.0,605.0,605.0
