Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Scotland,63689.0,63689.0,63689.0,63689.0,63689.0,63689.0,61460.0,63311.0,63800.0,62707.0,61614.0,65017.0,64545.0,64740.0,63800.0,63699.8,63599.6,63499.4,63399.2,63299.0,63828.0,65022.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0,63454.0
Senegal,5319.0,4893.0,5420.0,6072.0,6882.0,1.0,1740.6,3480.2,5219.799999999999,6959.4,8699.0,8756.0,9473.0,8183.142857142857,6893.285714285714,5603.428571428572,4313.571428571428,3023.7142857142853,1733.8571428571427,444.0,442.0,482.0,452.0,463.625,475.25,486.875,498.5,510.125,521.75,533.375,545.0,522.0,597.0,561.0,525.0,2396.090909090909,4267.181818181818,6138.272727272727,8009.363636363636,9880.454545454544,11751.545454545454,13622.636363636364,15493.727272727272,17364.81818181818,19235.90909090909,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0,21107.0
Serbia,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102884.0,102805.0,102711.0,104000.0,103211.0,93554.0,102400.0,100300.0,93247.0,93678.0,97403.33333333333,101128.66666666667,104854.0,108579.33333333333,112304.66666666667,116030.0,109203.0,97081.0,81628.0
Serbia and Montenegro,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,113063.0,108298.0,109650.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0,110148.0
Seychelles,574.0,504.0,513.0,485.0,563.0,1017.875,1017.875,1017.875,833.25,648.625,464.0,529.0,475.0,497.0,494.3636363636364,491.72727272727275,489.09090909090907,486.45454545454544,483.8181818181818,481.1818181818182,478.54545454545456,475.90909090909093,473.27272727272725,470.6363636363636,468.0,498.0,505.0,504.0,563.0,554.0,545.0,522.0,597.0,561.0,525.0,603.0,570.0,580.0,571.3333333333334,562.6666666666666,554.0,611.0,668.0,611.0,673.0,676.0,679.0,682.0,685.0,688.0,691.0,651.0,717.0,725.0,703.0,747.0,782.5,818.0,743.0,668.0,925.0,941.0,1017.875,850.0
Sierra Leone,4066.0,3637.0,3973.0,4137.333333333333,4301.666666666667,4466.0,3921.0,4083.0,3690.5,3298.0,2905.5,2513.0,2120.5,1728.0,1335.5,943.0,477.0,436.0,436.0,4414.104166666666,8392.208333333332,12370.3125,16348.416666666666,20326.520833333332,24304.625,24304.625,23879.4,23454.175,23028.95,22603.725,22178.5,21753.275,21328.05,20902.825,20477.6,20052.375,19627.15,19201.925,18776.7,18351.475,17926.25,17501.025,17075.8,16650.575,16225.35,15800.125,15374.9,14949.675,14524.449999999999,14099.224999999999,13674.0,12767.0,12767.0,12767.0,12767.0,12767.0,12767.0,12767.0,12767.0,12767.0,12767.0,12767.0,12767.0,12767.0
Singapore,10116.0,10250.0,10214.0,10510.0,10257.0,10552.0,10617.0,11050.0,11171.25,11292.5,11413.75,11535.0,11656.25,11777.5,11898.75,12020.0,12141.25,12262.5,12383.75,12505.0,29345.125,29345.125,29345.125,21346.5625,13348.0,13260.5,13173.0,13690.0,13946.0,13911.0,13876.0,14337.0,14461.0,14946.0,15569.0,15307.0,15656.0,29345.125,24685.75,20026.375,15367.0,15820.0,16036.0,15860.0,16215.0,16393.0,17140.0,17222.0,17490.333333333332,17758.666666666668,18027.0,18481.0,18938.0,19393.0,19862.0,20017.0,20905.0,21282.0,21446.0,22869.0,24292.0,26891.0,26888.0,26442.0
Sint Maarten (Dutch part),173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,180.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0
Sint Maarten (Dutch),160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0
Slovakia,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,48297.5,51386.0,48297.5,52080.0,53156.0,52402.0,52261.333333333336,52120.666666666664,51980.0,51532.0,52230.0,52587.0,52944.0,53301.0,53856.0,53164.0,52913.0,53445.0,53594.0,52437.0,52089.0,51346.0,53826.0,52351.0,53914.0,54293.0,53763.5,53234.0,56533.5,48297.5,56533.5,48297.5
Slovenia,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,19324.0,20012.0,20012.0,19359.0,20649.25,18928.0,19039.0,18885.0,18759.333333333332,18633.666666666668,18508.0,18701.0,19451.0,18523.0,18825.0,18180.0,18584.0,18308.0,18750.0,18567.0,18699.0,19257.0,19334.0,18886.0,19834.0,19416.875,18999.75,18582.625,18165.5,17748.375,17331.25,17331.25,20649.25,20649.25
Solomon Islands,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0
South Africa,54533.0,55761.0,58770.0,58996.0,30856.0,60909.0,65542.0,63831.0,64456.666666666664,65082.333333333336,65708.0,72142.77272727272,78577.54545454546,85012.31818181818,91447.09090909091,97881.86363636363,104316.63636363637,110751.40909090909,117186.18181818182,123620.95454545454,130055.72727272726,136490.5,142925.27272727274,149360.04545454544,155794.81818181818,162229.5909090909,168664.36363636365,175099.13636363635,181533.9090909091,187968.68181818182,194403.45454545453,200838.22727272726,207273.0,237773.75,268274.5,298775.25,329276.0,359776.75,390277.5,420778.25,451279.0,497577.0,550904.0,565954.0,589366.0,612778.0,306720.0,662.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0
South Korea,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,202467.0,220635.33333333334,238803.66666666666,256972.0,255687.0,254269.0,252955.0,245210.5,237466.0,236501.0,239244.0,239833.5,240423.0,241012.5,241602.0,235410.0,233315.0,239523.0,249137.85714285713,258752.7142857143,268367.5714285714,277982.4285714286,287597.28571428574,297212.14285714284,306827.0,246515.0,245817.0,245771.0,245511.0,242266.0,244874.0,246113.0,246942.0,252169.0,257396.0,267221.0,266257.0,267692.0,274259.5,280827.0,285534.0,298820.0,295110.0,300968.5,306827.0,306827.0,306827.0,306827.0
South West Africa,760.0,747.0,906.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0
Southern Rhodesia,1388.0,1433.0,1500.5,1377.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0
Southern Yemen,2030.0,2030.0,2030.0,2030.0,2030.0,2030.0,1471.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0,25342.0
Spain,262339.0,277522.0,281416.0,272582.0,273480.0,275170.0,279466.0,282923.0,302316.0,302592.5,302869.0,280163.0,296524.0,295275.0,288167.0,299143.0,283452.0,290200.0,289371.0,289344.0,286400.0,282250.0,118914.25,118914.25,118914.25,118914.25,118914.25,118914.25,118914.25,118914.25,118914.25,118914.25,118914.25,118914.25,118914.25,349521.0,351643.0,353765.0,355887.0,358009.0,360131.0,368618.0,384828.0,371934.0,387355.0,371478.0,385361.0,386324.0,384933.0,379270.0,386017.0,401122.0,388600.0,393734.0,420018.0,369834.0416666667,319650.0833333333,269466.125,219282.16666666666,169098.2083333333,118914.25,461954.0,433420.0,435351.0
Spanish North Africa,1126.0,1076.0,1031.0,1013.0,1081.0,381.0,470.0,473.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0
Spanish Sahara,92.0,249.0,195.0,179.0,145.0,546.0,481.0,485.0,527.0,433.5,340.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0
Sri Lanka,94419.0,94419.0,94419.0,94419.0,94419.0,94419.0,103749.55,113080.1,122410.65,131741.2,141071.75,150402.3,159732.85,169063.4,178393.94999999998,187724.5,187724.5,187724.5,140984.25,94244.0,93587.5,92931.0,94625.0,96319.0,98013.0,59336.5,66857.2,74377.9,81898.6,89419.3,96940.0,98017.0,93752.0,100194.0,106636.0,113078.0,113034.0,112990.0,112946.0,112902.0,112858.0,110637.0,114310.0,112568.0,115017.5,117467.0,118339.66666666667,119212.33333333333,120085.0,128603.0,123261.0,122063.0,127124.0,127758.0,131614.0,130765.0,139822.0,139498.0,146053.0,132431.0,163936.0,179792.0,181239.0,181239.0
St Helena,39.0,55.0,53.0,39.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
St. Christopher-Nevis-Anguilla,695.25,587.0,569.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0
St. Helena,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,49.0,60.0,56.0,55.0,54.0,59.25,64.5,69.75,75.0,80.25,80.25,80.25,61.625,43.0,53.0,40.0,40.5,41.0,41.5,42.0,44.0,58.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
St. Kitts-Nevis-Anguilla,545.0,545.0,545.0,545.0,545.0,545.0,445.0,443.0,6343.333333333333,12243.666666666666,18144.0,14610.4,11076.8,7543.200000000001,4009.6000000000004,476.0,502.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0,19574.0
St. Lucia,1228.0,1186.0,1069.0,950.5,832.0,728.0,743.2,758.4,773.6,788.8,804.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0
St. Pierre and Miquelon,40.0,40.0,40.0,40.0,40.0,40.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
St. Vincent,1024.0,957.0,1006.0,821.0,826.5,832.0,812.4,792.8,773.2,753.6,734.0,890.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0
St. Vincent and the Grenadines,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0
Surinam,2310.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0
Suriname,2378.0,2378.0,2378.0,2378.0,2378.0,2378.0,14549.2,26720.4,38891.600000000006,51062.8,63234.0,63234.0,63234.0,61386.0,59538.0,57690.0,57854.0,56082.0,42963.0,29844.0,27644.0,27186.0,22822.0,18458.0,14094.0,13645.5,13197.0,10541.0,7885.0,5229.0,2573.0,2720.0,2759.5,2799.0,2838.5,2878.0,2922.2,2966.4,3010.6,3054.8,3099.0,3125.0,3154.0,3319.0,3392.0,3247.0,3374.0,3130.75,2887.5,2644.25,2401.0,2566.0,3557.0,3738.0,3664.5,3591.0,3508.0,3763.0,3955.0,4745.0,5535.0,4641.0,4423.0,4423.0
Swaziland,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Sweden,73684.5,76791.0,76460.0,76661.0,78200.0,78440.0,79783.0,82613.0,83290.0,83003.5,82717.0,84051.0,85640.0,86316.0,88116.0,107368.5,107368.5,107368.5,107368.5,91800.0,92034.0,90671.0,91621.4,92571.8,93522.2,94472.6,95423.0,101395.75,107368.5,107368.5,107368.5,107368.5,107368.5,107368.5,107368.5,93326.0,92891.0,94726.0,94401.33333333333,94076.66666666667,93752.0,95009.0,92961.0,90532.0,91710.0,91177.0,91729.0,91449.0,90080.0,90487.0,89938.0,91938.0,90402.0,88976.0,90907.0,91082.16666666667,91257.33333333333,91432.5,91607.66666666667,91782.83333333333,91958.0,94737.0,94385.0,94385.0
Switzerland,51004.0,55125.0,56989.0,53609.0,55323.0,82053.5,82053.5,57374.0,57401.0,57628.5,57856.0,56489.0,56990.0,56403.0,56400.0,42609.5,57095.0,57718.0,58407.5,59097.0,59763.0,59204.0,60756.0,71404.75,82053.5,82053.5,82053.5,82053.5,82053.5,82053.5,82053.5,82053.5,82053.5,82053.5,82053.5,59967.0,62569.0,58946.0,59726.333333333336,60506.666666666664,61287.0,61768.0,63070.0,60180.0,61124.0,60283.0,61089.0,61233.0,62476.0,62500.0,62091.0,64173.0,64961.0,63938.0,67262.0,67917.0,68572.0,69227.0,69882.0,70537.0,71192.0,74425.0,71822.0,71942.0
Syria,24401.0,22879.0,22818.0,22733.0,12381.5,2030.0,1471.0,25342.0,26151.91304347826,26961.82608695652,27771.739130434784,28581.652173913044,29391.565217391304,30201.478260869564,31011.391304347828,31821.304347826088,32631.217391304348,33441.13043478261,34251.04347826087,35060.95652173913,35870.86956521739,36680.782608695656,37490.69565217391,38300.608695652176,39110.52173913043,39920.434782608696,40730.34782608696,41540.260869565216,42350.17391304348,43160.086956521736,43970.0,46308.0,53854.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0,57003.0
Syrian Arab Republic,42083.0,42083.0,42083.0,42083.0,42083.0,42083.0,42083.0,42083.0,42083.0,42083.0,42083.0,42083.0,42083.0,42083.0,42083.0,42083.0,86238.0,87362.0,96934.0,106506.0,103284.0,92710.25,82136.5,71562.75,60989.0,50711.0,51581.0,44899.0,45957.375,47015.75,48074.125,49132.5,50190.875,51249.25,52307.625,53366.0,54855.6,56345.2,57834.8,59324.4,60814.0,53252.0,53778.0,57855.0,65194.5,72534.0,76064.0,76357.0,76650.0,76650.0,76650.0,76650.0,76650.0,76650.0,76650.0,76650.0,76650.0,76650.0,76650.0,76650.0,76650.0,76650.0,76650.0,76650.0
TFYR of Macedonia,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,18630.0,19594.0,18982.0,19060.0,19114.0,16640.0,17156.0,17307.0,16849.0,16849.0,16849.0,16849.0,16849.0,16849.0,16849.0,16849.0,16849.0,16849.0,16849.0
Tajikistan,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,33067.0,36718.0,38465.125,38465.125,38465.125,38465.125,38465.125,36852.59375,35240.0625,33627.53125,32015.0,31142.0,33185.0,29700.0,31500.0,29366.0,30332.0,24040.125,24040.125,24040.125,24040.125,24040.125,24040.125,32879.0,32657.0,32435.0,32213.0,31991.0,31769.0,31547.0,31325.0,31103.0,32062.5,33022.0
Tanzania,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1242.0,2651.4545454545455,4060.909090909091,5470.363636363636,6879.818181818182,8289.272727272728,9698.727272727272,11108.181818181818,12517.636363636364,13927.09090909091,15336.545454545456,16746.0,18155.454545454544,19564.909090909092,20974.363636363636,22383.818181818184,23793.272727272728,25202.727272727272,26612.18181818182,28021.636363636364,29431.09090909091,30840.545454545456,32250.0,33659.454545454544,35068.90909090909,36478.36363636364,37887.818181818184,39297.27272727273,40706.72727272727,42116.181818181816,43525.63636363637,44935.09090909091,46344.545454545456,47754.0,49163.454545454544,50572.909090909096,51982.36363636364,53391.818181818184,54801.27272727273,56210.72727272727,57620.18181818182,59029.63636363637,60439.09090909091,61848.545454545456,63258.0,62224.0,62504.5,62785.0,62785.0,62785.0,62785.0,62785.0,62785.0,62785.0,62785.0,62785.0,62785.0,62785.0
Thailand,210709.0,221157.0,233192.0,229678.0,125436.5,21195.0,25186.0,230622.0,231427.0,232232.0,233037.0,233842.0,234647.0,235452.0,236257.0,237062.0,236783.0,240512.0,244241.0,247970.0,239423.0,247402.0,252592.0,238840.0,225088.0,218025.0,232968.0,231227.0,242268.0,253309.0,264350.0,275373.0,285737.0,305526.0,235369.5,165213.0,95056.5,24900.0,139764.3333333333,254628.66666666666,369493.0,380364.0,384131.0,393592.0,395374.0,391126.0,393255.0,397327.0,393916.0,404293.0,414670.0,415141.0,426065.0,435624.0,384218.0,469085.0,477503.0,485921.0,494339.0,501438.0,550042.0,584854.0,552650.0,571646.0
The Former Yugoslav Republic of Macedonia,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17851.0,17962.0,18006.0,17944.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0,18099.0
Timor-Leste,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0,8246.0
Togo,44710.0,46651.86666666667,48593.73333333333,50535.6,52477.46666666667,54419.333333333336,56361.2,58303.066666666666,60244.933333333334,62186.799999999996,64128.666666666664,66070.53333333333,68012.4,69954.26666666666,71896.13333333333,73838.0,62814.5,51791.0,40767.5,29744.0,18720.5,7697.0,9098.45,10499.9,11901.35,13302.8,14704.25,16105.7,17507.15,18908.6,20310.05,21711.5,23112.95,24514.4,25915.850000000002,27317.3,28718.75,30120.2,31521.65,32923.1,34324.55,35726.0,37127.450000000004,38528.9,39930.35,41331.8,42733.25,44134.700000000004,45536.15,46937.6,48339.05,49740.5,51141.950000000004,52543.4,53944.85,55346.3,56747.75,58149.200000000004,59550.65,60952.1,62353.55,63755.0,63755.0,63755.0
